ID,Reason for Absence,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month Value
34,26,14/07/2017,118,10,37,230.29,28,0,0,0,8,14/07/2017
20,26,17/07/2017,260,50,36,230.29,23,0,4,0,4,17/07/2017
34,28,18/07/2017,118,10,37,230.29,28,0,0,0,8,18/07/2017
26,15,24/07/2017,300,26,43,230.29,25,0,2,1,8,24/07/2017
2,23,24/07/2017,235,29,48,230.29,33,0,1,5,1,24/07/2017
24,28,25/07/2017,246,25,41,230.29,23,0,0,0,2,25/07/2017
28,9,25/07/2017,225,26,28,230.29,24,0,1,2,112,25/07/2017
3,28,25/07/2017,179,51,38,230.29,31,0,0,0,1,25/07/2017
36,23,28/07/2017,118,13,50,230.29,31,0,1,0,1,28/07/2017
10,22,28/07/2017,361,52,28,230.29,27,0,1,4,8,28/07/2017
11,22,24/07/2017,289,36,33,230.29,30,0,2,1,8,24/07/2017
5,26,24/07/2017,235,20,43,230.29,38,0,1,0,8,24/07/2017
24,28,25/07/2017,246,25,41,230.29,23,0,0,0,2,25/07/2017
15,28,27/07/2017,291,31,40,230.29,25,0,1,1,1,27/07/2017
7,23,27/07/2017,279,5,39,230.29,24,0,2,0,2,27/07/2017
3,25,03/08/2017,179,51,38,249.797,31,0,0,0,4,03/08/2017
17,25,07/08/2017,179,22,40,249.797,22,1,2,0,1,07/08/2017
24,28,08/08/2017,246,25,41,249.797,23,0,0,0,4,08/08/2017
34,28,08/08/2017,118,10,37,249.797,28,0,0,0,4,08/08/2017
11,26,08/08/2017,289,36,33,249.797,30,0,2,1,8,08/08/2017
5,26,08/08/2017,235,20,43,249.797,38,0,1,0,8,08/08/2017
15,28,10/08/2017,291,31,40,249.797,25,0,1,1,4,10/08/2017
3,25,14/08/2017,179,51,38,249.797,31,0,0,0,4,14/08/2017
17,25,15/08/2017,179,22,40,249.797,22,1,2,0,8,15/08/2017
18,23,17/08/2017,330,16,28,249.797,25,1,0,0,16,17/08/2017
1,23,22/08/2017,235,11,37,249.797,29,1,1,1,4,22/08/2017
24,28,22/08/2017,246,25,41,249.797,23,0,0,0,1,22/08/2017
34,28,22/08/2017,118,10,37,249.797,28,0,0,0,5,22/08/2017
15,28,24/08/2017,291,31,40,249.797,25,0,1,1,2,24/08/2017
20,28,28/08/2017,260,50,36,249.797,23,0,4,0,3,28/08/2017
24,28,05/09/2017,246,25,41,261.756,23,0,0,0,1,05/09/2017
24,28,05/09/2017,246,25,41,261.756,23,0,0,0,1,05/09/2017
34,28,05/09/2017,118,10,37,261.756,28,0,0,0,3,05/09/2017
14,23,05/09/2017,155,12,34,261.756,25,0,2,0,2,05/09/2017
15,28,07/09/2017,291,31,40,261.756,25,0,1,1,2,07/09/2017
22,23,08/09/2017,179,26,30,261.756,19,1,0,0,8,08/09/2017
33,23,08/09/2017,248,25,47,261.756,32,0,2,1,1,08/09/2017
3,23,11/09/2017,179,51,38,261.756,31,0,0,0,4,11/09/2017
28,23,13/09/2017,225,26,28,261.756,24,0,1,2,1,13/09/2017
22,23,18/09/2017,179,26,30,261.756,19,1,0,0,2,18/09/2017
13,23,19/09/2017,369,17,31,261.756,25,0,3,0,8,19/09/2017
10,22,26/09/2017,361,52,28,261.756,27,0,1,4,8,26/09/2017
32,4,05/10/2017,289,48,49,284.853,36,0,0,2,1,05/10/2017
25,11,05/10/2017,235,16,32,284.853,25,1,0,0,3,05/10/2017
24,26,06/10/2017,246,25,41,284.853,23,0,0,0,8,06/10/2017
32,14,11/10/2017,289,48,49,284.853,36,0,0,2,3,11/10/2017
15,28,11/10/2017,291,31,40,284.853,25,0,1,1,2,11/10/2017
34,23,17/10/2017,118,10,37,284.853,28,0,0,0,2,17/10/2017
32,23,19/10/2017,289,48,49,284.853,36,0,0,2,2,19/10/2017
15,23,20/10/2017,291,31,40,284.853,25,0,1,1,1,20/10/2017
28,23,24/10/2017,225,26,28,284.853,24,0,1,2,2,24/10/2017
13,23,24/10/2017,369,17,31,284.853,25,0,3,0,8,24/10/2017
13,23,24/10/2017,369,17,31,284.853,25,0,3,0,3,24/10/2017
28,23,24/10/2017,225,26,28,284.853,24,0,1,2,4,24/10/2017
13,26,24/10/2017,369,17,31,284.853,25,0,3,0,8,24/10/2017
3,28,25/10/2017,179,51,38,284.853,31,0,0,0,3,25/10/2017
9,1,25/10/2017,228,14,58,284.853,22,0,2,1,1,25/10/2017
15,23,25/10/2017,291,31,40,284.853,25,0,1,1,1,25/10/2017
13,10,26/10/2017,369,17,31,284.853,25,0,3,0,8,26/10/2017
28,13,26/10/2017,225,26,28,284.853,24,0,1,2,1,26/10/2017
13,10,27/10/2017,369,17,31,284.853,25,0,3,0,8,27/10/2017
28,10,27/10/2017,225,26,28,284.853,24,0,1,2,3,27/10/2017
6,23,29/10/2017,189,29,33,284.853,25,0,2,2,8,29/10/2017
25,6,29/10/2017,235,16,32,284.853,25,1,0,0,8,29/10/2017
33,10,29/10/2017,248,25,47,284.853,32,0,2,1,8,29/10/2017
28,0,29/10/2017,225,26,28,284.853,24,0,1,2,0,29/10/2017
28,13,31/10/2017,225,26,28,284.853,24,0,1,2,3,31/10/2017
3,21,07/11/2017,179,51,38,268.519,31,0,0,0,1,07/11/2017
34,28,08/11/2017,118,10,37,268.519,28,0,0,0,3,08/11/2017
18,2,08/11/2017,330,16,28,268.519,25,1,0,0,24,08/11/2017
3,28,10/11/2017,179,51,38,268.519,31,0,0,0,1,10/11/2017
34,9,14/11/2017,118,10,37,268.519,28,0,0,0,8,14/11/2017
11,24,15/11/2017,289,36,33,268.519,30,0,2,1,8,15/11/2017
25,1,17/11/2017,235,16,32,268.519,25,1,0,0,8,17/11/2017
28,23,17/11/2017,225,26,28,268.519,24,0,1,2,4,17/11/2017
10,22,21/11/2017,361,52,28,268.519,27,0,1,4,8,21/11/2017
15,28,22/11/2017,291,31,40,268.519,25,0,1,1,2,22/11/2017
34,13,23/11/2017,118,10,37,268.519,28,0,0,0,2,23/11/2017
28,14,23/11/2017,225,26,28,268.519,24,0,1,2,3,23/11/2017
3,28,27/11/2017,179,51,38,268.519,31,0,0,0,1,27/11/2017
34,23,27/11/2017,118,10,37,268.519,28,0,0,0,8,27/11/2017
34,8,28/11/2017,118,10,37,268.519,28,0,0,0,8,28/11/2017
28,23,28/11/2017,225,26,28,268.519,24,0,1,2,2,28/11/2017
15,0,28/11/2017,291,31,40,268.519,25,0,1,1,0,28/11/2017
11,0,29/11/2017,289,36,33,268.519,30,0,2,1,0,29/11/2017
33,14,30/11/2017,248,25,47,268.519,32,0,2,1,4,30/11/2017
5,0,30/11/2017,235,20,43,268.519,38,0,1,0,0,30/11/2017
28,23,24/11/2017,225,26,28,268.519,24,0,1,2,2,24/11/2017
13,26,24/11/2017,369,17,31,268.519,25,0,3,0,8,24/11/2017
10,28,27/11/2017,361,52,28,268.519,27,0,1,4,2,27/11/2017
3,13,05/12/2017,179,51,38,280.549,31,0,0,0,32,05/12/2017
15,28,06/12/2017,291,31,40,280.549,25,0,1,1,1,06/12/2017
28,23,06/12/2017,225,26,28,280.549,24,0,1,2,3,06/12/2017
22,13,08/12/2017,179,26,30,280.549,19,1,0,0,1,08/12/2017
28,23,08/12/2017,225,26,28,280.549,24,0,1,2,3,08/12/2017
28,23,13/12/2017,225,26,28,280.549,24,0,1,2,3,13/12/2017
10,14,14/12/2017,361,52,28,280.549,27,0,1,4,4,14/12/2017
17,18,15/12/2017,179,22,40,280.549,22,1,2,0,2,15/12/2017
5,26,15/12/2017,235,20,43,280.549,38,0,1,0,8,15/12/2017
12,18,18/12/2017,233,51,31,280.549,21,1,1,8,8,18/12/2017
22,13,19/12/2017,179,26,30,280.549,19,1,0,0,16,19/12/2017
28,23,19/12/2017,225,26,28,280.549,24,0,1,2,2,19/12/2017
28,23,21/12/2017,225,26,28,280.549,24,0,1,2,3,21/12/2017
28,23,18/12/2017,225,26,28,280.549,24,0,1,2,2,18/12/2017
14,18,19/12/2017,155,12,34,280.549,25,0,2,0,80,19/12/2017
22,12,01/01/2018,179,26,30,313.532,19,1,0,0,24,01/01/2018
22,12,04/01/2018,179,26,30,313.532,19,1,0,0,16,04/01/2018
17,25,04/01/2018,179,22,40,313.532,22,1,2,0,2,04/01/2018
17,25,05/01/2018,179,22,40,313.532,22,1,2,0,2,05/01/2018
22,13,08/01/2018,179,26,30,313.532,19,1,0,0,3,08/01/2018
17,25,10/01/2018,179,22,40,313.532,22,1,2,0,2,10/01/2018
32,10,11/01/2018,289,48,49,313.532,36,0,0,2,8,11/01/2018
17,18,12/01/2018,179,22,40,313.532,22,1,2,0,3,12/01/2018
22,27,15/01/2018,179,26,30,313.532,19,1,0,0,2,15/01/2018
14,18,16/01/2018,155,12,34,313.532,25,0,2,0,8,16/01/2018
22,27,17/01/2018,179,26,30,313.532,19,1,0,0,2,17/01/2018
3,27,17/01/2018,179,51,38,313.532,31,0,0,0,3,17/01/2018
11,13,17/01/2018,289,36,33,313.532,30,0,2,1,8,17/01/2018
3,27,18/01/2018,179,51,38,313.532,31,0,0,0,3,18/01/2018
3,27,26/01/2018,179,51,38,313.532,31,0,0,0,2,26/01/2018
3,13,06/02/2018,179,51,38,264.249,31,0,0,0,8,06/02/2018
28,23,06/02/2018,225,26,28,264.249,24,0,1,2,3,06/02/2018
33,1,07/02/2018,248,25,47,264.249,32,0,2,1,8,07/02/2018
3,27,07/02/2018,179,51,38,264.249,31,0,0,0,2,07/02/2018
28,28,08/02/2018,225,26,28,264.249,24,0,1,2,3,08/02/2018
3,27,08/02/2018,179,51,38,264.249,31,0,0,0,2,08/02/2018
22,27,08/02/2018,179,26,30,264.249,19,1,0,0,2,08/02/2018
29,28,09/02/2018,225,15,41,264.249,28,1,2,2,2,09/02/2018
3,27,09/02/2018,179,51,38,264.249,31,0,0,0,2,09/02/2018
12,19,12/02/2018,233,51,31,264.249,21,1,1,8,2,12/02/2018
3,27,12/02/2018,179,51,38,264.249,31,0,0,0,2,12/02/2018
28,7,13/02/2018,225,26,28,264.249,24,0,1,2,8,13/02/2018
3,27,14/02/2018,179,51,38,264.249,31,0,0,0,3,14/02/2018
3,27,15/02/2018,179,51,38,264.249,31,0,0,0,3,15/02/2018
28,25,15/02/2018,225,26,28,264.249,24,0,1,2,3,15/02/2018
22,13,15/02/2018,179,26,30,264.249,19,1,0,0,2,15/02/2018
17,23,16/02/2018,179,22,40,264.249,22,1,2,0,2,16/02/2018
3,27,16/02/2018,179,51,38,264.249,31,0,0,0,3,16/02/2018
12,12,21/02/2018,233,51,31,264.249,21,1,1,8,3,21/02/2018
22,27,21/02/2018,179,26,30,264.249,19,1,0,0,2,21/02/2018
3,27,21/02/2018,179,51,38,264.249,31,0,0,0,2,21/02/2018
3,13,22/02/2018,179,51,38,264.249,31,0,0,0,8,22/02/2018
3,27,23/02/2018,179,51,38,264.249,31,0,0,0,2,23/02/2018
14,25,26/02/2018,155,12,34,264.249,25,0,2,0,5,26/02/2018
25,25,26/02/2018,235,16,32,264.249,25,1,0,0,3,26/02/2018
3,27,26/02/2018,179,51,38,264.249,31,0,0,0,2,26/02/2018
28,7,26/02/2018,225,26,28,264.249,24,0,1,2,2,26/02/2018
3,27,27/02/2018,179,51,38,264.249,31,0,0,0,2,27/02/2018
33,23,27/02/2018,248,25,47,264.249,32,0,2,1,2,27/02/2018
28,25,27/02/2018,225,26,28,264.249,24,0,1,2,2,27/02/2018
3,27,28/02/2018,179,51,38,264.249,31,0,0,0,2,28/02/2018
3,27,22/02/2018,179,51,38,264.249,31,0,0,0,2,22/02/2018
25,25,23/02/2018,235,16,32,264.249,25,1,0,0,2,23/02/2018
3,27,05/03/2018,179,51,38,222.196,31,0,0,0,2,05/03/2018
33,23,05/03/2018,248,25,47,222.196,32,0,2,1,2,05/03/2018
9,25,06/03/2018,228,14,58,222.196,22,0,2,1,3,06/03/2018
33,25,06/03/2018,248,25,47,222.196,32,0,2,1,3,06/03/2018
9,12,06/03/2018,228,14,58,222.196,22,0,2,1,112,06/03/2018
3,27,07/03/2018,179,51,38,222.196,31,0,0,0,2,07/03/2018
28,27,08/03/2018,225,26,28,222.196,24,0,1,2,2,08/03/2018
3,27,08/03/2018,179,51,38,222.196,31,0,0,0,3,08/03/2018
28,25,08/03/2018,225,26,28,222.196,24,0,1,2,2,08/03/2018
22,27,09/03/2018,179,26,30,222.196,19,1,0,0,3,09/03/2018
25,25,12/03/2018,235,16,32,222.196,25,1,0,0,3,12/03/2018
10,19,12/03/2018,361,52,28,222.196,27,0,1,4,8,12/03/2018
3,13,13/03/2018,179,51,38,222.196,31,0,0,0,8,13/03/2018
3,27,14/03/2018,179,51,38,222.196,31,0,0,0,2,14/03/2018
3,27,15/03/2018,179,51,38,222.196,31,0,0,0,3,15/03/2018
22,27,16/03/2018,179,26,30,222.196,19,1,0,0,2,16/03/2018
3,10,19/03/2018,179,51,38,222.196,31,0,0,0,4,19/03/2018
33,13,19/03/2018,248,25,47,222.196,32,0,2,1,2,19/03/2018
3,27,19/03/2018,179,51,38,222.196,31,0,0,0,3,19/03/2018
28,7,19/03/2018,225,26,28,222.196,24,0,1,2,8,19/03/2018
3,27,20/03/2018,179,51,38,222.196,31,0,0,0,2,20/03/2018
11,23,21/03/2018,289,36,33,222.196,30,0,2,1,8,21/03/2018
9,25,21/03/2018,228,14,58,222.196,22,0,2,1,2,21/03/2018
3,27,21/03/2018,179,51,38,222.196,31,0,0,0,2,21/03/2018
33,23,22/03/2018,248,25,47,222.196,32,0,2,1,3,22/03/2018
3,27,22/03/2018,179,51,38,222.196,31,0,0,0,3,22/03/2018
22,23,23/03/2018,179,26,30,222.196,19,1,0,0,2,23/03/2018
3,27,23/03/2018,179,51,38,222.196,31,0,0,0,3,23/03/2018
3,27,27/03/2018,179,51,38,222.196,31,0,0,0,3,27/03/2018
16,23,28/03/2018,118,15,46,222.196,25,0,2,0,8,28/03/2018
14,13,28/03/2018,155,12,34,222.196,25,0,2,0,24,28/03/2018
3,27,28/03/2018,179,51,38,222.196,31,0,0,0,3,28/03/2018
3,27,29/03/2018,179,51,38,222.196,31,0,0,0,3,29/03/2018
22,13,26/03/2018,179,26,30,222.196,19,1,0,0,2,26/03/2018
11,19,26/03/2018,289,36,33,222.196,30,0,2,1,104,26/03/2018
13,22,28/03/2018,369,17,31,222.196,25,0,3,0,8,28/03/2018
28,13,02/04/2018,225,26,28,246.288,24,0,1,2,8,02/04/2018
34,10,02/04/2018,118,10,37,246.288,28,0,0,0,8,02/04/2018
10,19,03/04/2018,361,52,28,246.288,27,0,1,4,8,03/04/2018
33,19,04/04/2018,248,25,47,246.288,32,0,2,1,8,04/04/2018
6,13,05/04/2018,189,29,33,246.288,25,0,2,2,8,05/04/2018
22,27,06/04/2018,179,26,30,246.288,19,1,0,0,2,06/04/2018
13,7,09/04/2018,369,17,31,246.288,25,0,3,0,24,09/04/2018
17,16,10/04/2018,179,22,40,246.288,22,1,2,0,2,10/04/2018
36,23,10/04/2018,118,13,50,246.288,31,0,1,0,3,10/04/2018
10,23,10/04/2018,361,52,28,246.288,27,0,1,4,2,10/04/2018
34,10,11/04/2018,118,10,37,246.288,28,0,0,0,2,11/04/2018
1,22,13/04/2018,235,11,37,246.288,29,1,1,1,8,13/04/2018
22,27,13/04/2018,179,26,30,246.288,19,1,0,0,2,13/04/2018
28,19,16/04/2018,225,26,28,246.288,24,0,1,2,8,16/04/2018
25,16,17/04/2018,235,16,32,246.288,25,1,0,0,3,17/04/2018
22,27,20/04/2018,179,26,30,246.288,19,1,0,0,2,20/04/2018
14,28,24/04/2018,155,12,34,246.288,25,0,2,0,4,24/04/2018
28,19,26/04/2018,225,26,28,246.288,24,0,1,2,8,26/04/2018
36,14,26/04/2018,118,13,50,246.288,31,0,1,0,2,26/04/2018
22,27,27/04/2018,179,26,30,246.288,19,1,0,0,2,27/04/2018
1,22,07/05/2018,235,11,37,237.656,29,1,1,1,8,07/05/2018
29,19,09/05/2018,225,15,41,237.656,28,1,2,2,3,09/05/2018
25,28,09/05/2018,235,16,32,237.656,25,1,0,0,2,09/05/2018
34,8,09/05/2018,118,10,37,237.656,28,0,0,0,3,09/05/2018
5,26,09/05/2018,235,20,43,237.656,38,0,1,0,8,09/05/2018
22,13,10/05/2018,179,26,30,237.656,19,1,0,0,1,10/05/2018
15,28,10/05/2018,291,31,40,237.656,25,0,1,1,2,10/05/2018
29,14,10/05/2018,225,15,41,237.656,28,1,2,2,8,10/05/2018
26,19,11/05/2018,300,26,43,237.656,25,0,2,1,64,11/05/2018
29,22,11/05/2018,225,15,41,237.656,28,1,2,2,8,11/05/2018
22,27,11/05/2018,179,26,30,237.656,19,1,0,0,2,11/05/2018
36,23,14/05/2018,118,13,50,237.656,31,0,1,0,2,14/05/2018
36,5,15/05/2018,118,13,50,237.656,31,0,1,0,3,15/05/2018
34,28,15/05/2018,118,10,37,237.656,28,0,0,0,1,15/05/2018
36,0,15/05/2018,118,13,50,237.656,31,0,1,0,0,15/05/2018
22,27,16/05/2018,179,26,30,237.656,19,1,0,0,2,16/05/2018
23,0,16/05/2018,378,49,36,237.656,21,0,2,4,0,16/05/2018
17,16,18/05/2018,179,22,40,237.656,22,1,2,0,1,18/05/2018
14,10,21/05/2018,155,12,34,237.656,25,0,2,0,48,21/05/2018
25,10,21/05/2018,235,16,32,237.656,25,1,0,0,8,21/05/2018
15,22,23/05/2018,291,31,40,237.656,25,0,1,1,8,23/05/2018
17,10,23/05/2018,179,22,40,237.656,22,1,2,0,8,23/05/2018
28,6,23/05/2018,225,26,28,237.656,24,0,1,2,3,23/05/2018
18,10,24/05/2018,330,16,28,237.656,25,1,0,0,8,24/05/2018
25,23,24/05/2018,235,16,32,237.656,25,1,0,0,2,24/05/2018
15,28,31/05/2018,291,31,40,237.656,25,0,1,1,2,31/05/2018
